Data Scope,Code,Name,Credit Points,Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,Offering Department,Offering Faculty,FOE - Narrow,Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Postgraduate,PHTY807,Physiotherapy Practice C,4,,Postgraduate,PHTY800 and PHTY801 and PHTY802 and PHTY803,PHTY804,,S1 Day,,"Dr Kate Scrivener
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 31 January 2012,,
Postgraduate,PHTY808,Clinical Physiotherapy Placement I,4,,Postgraduate,PHTY804 and PHTY805 and PHTY806 and PHTY807,PHTY811,,"S1 Placement
S2 Placement","
","Ms Angela Stark
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,Yes,Approved ASQC 13 March 2013,,
Postgraduate,PHTY809,Clinical Physiotherapy Placement II,4,,Postgraduate,PHTY804 and PHTY805 and PHTY806 and PHTY807,PHTY808 and PHTY810 and PHTY811,,"S1 Placement
S2 Placement","
","Ms Angela Stark
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,Yes,Approved ASQC 13 March 2012,,
Postgraduate,PHTY810,Clinical Physiotherapy Placement III,4,,Postgraduate,PHTY804 and PHTY805 and PHTY806 and PHTY807,PHTY808 and PHTY809 and PHTY811,,"S1 Placement
S2 Placement","
","Ms Angela Stark
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,Yes,Approved ASQC 31 January 2012,,
Postgraduate,PHTY811,Reflective Practice and Professional Development,4,,Postgraduate,PHTY804 and PHTY805 and PHTY806 and PHTY807,PHTY808 and PHTY809 and PHTY810,,"S1 Placement
S2 Placement","
","Mr Tim Foulcher
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 31 January 2012,,
Postgraduate,PHTY812,Health and Wellbeing Across Lifespan A,4,,Postgraduate,PHTY808 and PHTY809 and PHTY810 and PHTY811,,,S1 Day,,"Ms Verity Pacey
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,ASQC 19 February 2013,,
Postgraduate,PHTY813,Physiotherapy in Workplace and Recreation,4,,Postgraduate,PHTY808 and PHTY809 and PHTY810 and PHTY811,,,S1 Day,,"Dr Kathryn Mills
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,ASQC 19 February 2013,,
Postgraduate,PHTY814,Health and Wellbeing Across Lifespan B,4,,Postgraduate,PHTY808 and PHTY809 and PHTY810 and PHTY811,,,S1 Day,,"Dr Taryn Jones
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,ASQC 19 February 2013,,
Postgraduate,PHTY815,"Physiotherapy, Healthcare and Society",4,,Postgraduate,PHTY808 and PHTY809 and PHTY810 and PHTY811,,,S1 Day,,"Dr Marita Dale
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,ASQC 19 February 2013,,
Postgraduate,PHTY816,Business Management and Law for Health Professionals,4,,Postgraduate,PHTY811,,,S2 Day,,"Professor Catherine Dean
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Postgraduate,PHTY817,Advanced Physiotherapy Practice,4,,Postgraduate,PHTY812 and PHTY813 and PHTY814 and PHTY815,,,S2 Day,,"Associate Professor Julia Hush
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Postgraduate,PHTY818,"Leadership, Policy and Advocacy",4,,Postgraduate,PHTY815,,,S2 Day,,"Dr Taryn Jones
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Postgraduate,PHTY819,Advanced Research Training,4,,Postgraduate,PHTY815,,,S2 Day,,"Dr Karen Peebles
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Postgraduate,PHTY900,Advanced Clinical Physiotherapy Placement,4,,Postgraduate,PHTY812 and PHTY813 and PHTY814 and PHTY815 and PHTY817,,,TBD,,"Ms Angela Stark
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,FSQC 31 January 2014.,,
Postgraduate,PHTY901,Dissertation and Seminar,12,,Postgraduate,PHTY819,,,TBD,,"Dr Mark Hancock
",Department of Health Professions,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,No,No,,Green,No,FSQC 31 January 2014,,
Postgraduate,PHTY902,Advanced Clinical Physiotherapy Elective Placement,4,,Postgraduate,"PHTY812 and PHTY813 and PHTY814 and PHTY815 and PHTY817
",,,"S1 Placement
S2 Placement","None
None","Ms Angela Stark
",,Faculty of Medicine and Health Sciences,61701,No,none,10,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PHTY903,Advanced Clinical Physiotherapy Selective Placement,4,,Postgraduate,PHTY812 and PHTY813 and PHTY814 and PHTY815 and PHTY817,,"PHTY900
","S1 Placement
S2 Placement","
","Ms Angela Stark
",,Faculty of Medicine and Health Sciences,61701,No,none,10,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PHTY904,Research Project and Seminar,8,,Postgraduate,PHTY819,,PHTY901,S1 Day,,"Dr Karen Peebles
",,Faculty of Medicine and Health Sciences,61701,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PHYS800,Physics Research Project,8,Science,Postgraduate,Permission by special approval,,,TBD,,"Professor Michael Withford
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,PG Curriculum Review: Subcommittee tick given in online renewal system,,
Postgraduate,PHYS802,Physics Research Skills,4,Science,Postgraduate,Permission by special approval,,PHYS801,TBD,,"Professor Judith Dawes
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,PG Curriculum Review: Subcommittee tick given in online renewal system,,
Postgraduate,PICT802,Terrorism,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel,,,"S1 Evening
S1 External","
Voluntary","Dr Julian Droogan
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,Pg Curriculum renewal: ASQC approval given via webforms tick,,
Postgraduate,PICT808,Cyber Terrorism and Information Warfare,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or MInfoTech or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr,,,"S1 Evening
S1 External","
Voluntary","Dr Mamoun Alazab
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,Pg Curriculum renewal: ASQC approval given via webforms tick,,
Postgraduate,PICT812,Critical Thought and Research Design,4,Arts,Postgraduate,Admission to MSecStragegicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntPubDip,,"ISS812, POIR901","S1 Evening
S1 External
S2 Evening
S2 External","
Voluntary

"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,PICT712,no quota,no activity,No,No,,Green,No,Pg Curriculum renewal: ASQC approval given via webforms tick,,
Postgraduate,PICT813,History of Intelligence,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or GradCertIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntell or MSecStrategicStud or MCrim,,,"S2 Evening
S2 External","
Voluntary
","Dr Brian Cuddy
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,PG curriculum renewal: subcommittee tick provided,,
Postgraduate,PICT814,The Intelligence Community in Australia,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or GradCertIntell or MIntell,,,"S1 Evening
S1 External","
Voluntary
"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,PG curriculum renewal: subcommittee tick provided,,
Postgraduate,PICT816,Internship,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr and 12cp and permission by special approval,,"ISS816, PICT916","S1 Day
S1 External
S2 Day
S2 External","
None

None","Mr Fred  Smith
Dr Rolando  Ochoa
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,NOT YET RENEWED FOR 2012 NEEDED FOR SOU,,
Postgraduate,PICT818,Global Counter Terrorism in the Australian Context,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or MCTerrorism,,,"S2 Evening
S2 External","
Voluntary"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Pg Curriculum renewal: ASQC approval given via webforms tick,,
Postgraduate,PICT837,Terrorism Dynamics,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or MCTerrorism or MCyberSec,,,"S2 Evening
S2 External","
Voluntary","Ms Lise Waldek
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,PG curriculum renewal: subcommittee tick provided,,
Postgraduate,PICT840,Cyber Crime,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or PGDipIntSecStud or GradDipIntSecStud or PGCertIntSecStud or MCompForens or PGDipCompForens or PGCertCompForens or MInfoTech or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr,,,"S2 Evening
S2 External","
Voluntary","Dr Mamoun Alazab
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,New unit recommended by PG Subcommittee 14 July 2011. To ASQC 19 July 2011.,,
Postgraduate,PICT842,Australia's Approach to Law Enforcement,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud,,,"S2 Evening
S2 External","
Voluntary","Mr Garry Dobson
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,Deletion reviewed and recommended by the UGSC 7 May 2013,,
Postgraduate,PICT843,International Policing and Counter Terrorism,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr,,,"S1 Evening
S1 External","
Voluntary","Mr Garry Dobson
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Deletion reviewed and recommended by the UGSC 7 May 2013,,
Postgraduate,PICT844,Intelligence Analysis,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or GradCertIntell or MIntell or MCyberSec,,,"S2 Evening
S2 External","
Voluntary","Mr Fred Smith
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Recommended to ASQC by the subcommittee 14 July 2011. To ASQC on 19 July 2011.,,
Postgraduate,PICT845,Intelligence: Theory and Practice,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or PGCertIntell or GradCertIntell or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel,,,"S1 Evening
S1 External","
None"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,"PICT708, ",no quota,no activity,No,No,,Green,No,New unit recommended by PG Subcommittee 14 July 2011. To ASQC 19 July 2011.,,
Postgraduate,PICT846,Intelligence Analysis Platforms,4,Arts,Postgraduate,(Admission to MPICT or MCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr) and (16cp in PICT units at 800 or 900 level including PICT813),,,S2 Evening,,"Ms Rebecca Vogel
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,PICT849,no quota,no activity,No,No,,Green,No,New unit recommended by PG Subcommittee 14 July 2011. To ASQC 19 July 2011.,,
Postgraduate,PICT847,Supervised Project in Security Studies,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr and 12cp and permission by special approval,,"ISS809, ISS810, ISS811, PICT811, PICT909, PICT910, PICT911","S1 Evening
S1 External
S2 Evening
S2 External","
Voluntary

Voluntary"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,Approved recode from PICT811. Approved in online renewal system for curriculum review.,,
Postgraduate,PICT848,Applied Cyber Security,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or GradCertPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntell or MInfoTech or MCyberSec,,,"S1 Evening
S1 External","
Voluntary","Dr Angela Irwin
",Department of Security Studies and Criminology,Faculty of Arts,29901,No,PICT706,no quota,no activity,No,No,,Green,No,Approved PGSC 3/05/2012,,
Postgraduate,PICT849,Cyber Policing and Intelligence in Australia,4,Arts,Postgraduate,Admission to MCrim or MPICT or MCPICT or GradDipPICT or GradDipCPICT or PGDipPICT or GradCertCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntSecStud or MCyberSec,,,"S2 Evening
S2 External","
Voluntary","Dr Angela Irwin
",Department of Security Studies and Criminology,Faculty of Arts,29901,No,"PICT846, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Postgraduate,PICT850,Strategic Thinking,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or PGCertPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or MSecStrategicStud or MCyberSec,,,"S1 Evening
S1 External","
Voluntary"," Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,PICT705,no quota,no activity,No,No,,Green,No,Approved PGSC 3/05/2012,,
Postgraduate,PICT860,Geopolitics and Geostrategy,4,,Postgraduate,"Admission to MSecStrategicStud or MIntell or MCrim or MCyberSec or MCTerrorism or GradCertSecStudCr or GradDipSecStudCr or MPICT or PGDipPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or PGDipIntSecStud or GradDipIntSecStud or PGCertIntSecStud
",,"PICT901
","S1 Evening
S1 External","
None","Professor Benjamin Schreer
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,PICT710,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT861,Transnational Security,4,,Postgraduate,"Admission to MSecStrategicStud or MIntell or MCrim or MCyberSec or MCTerrorism or GradCertSecStudCr or GradDipSecStudCr or MPICT or PGDipPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or PGDipIntSecStud or GradDipIntSecStud or PGCertIntSecStud or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel
",,"PICT913, PICT922
","S2 External
S2 Evening","None
","Dr Dalbir Ahlawat
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT862,The Crimes of the Powerful,4,,Postgraduate,Admission to MSecStrategicStud or MIntell or MCrim or MCyberSec or MCTerrorism or GradCertSecStudCr or GradDipSecStudCr or MPICT or PGDipPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or PGDipIntSecStud or GradDipIntSecStud or PGCertIntSecStud or MIntRel or GradDipIntRel or MIntBusMIntRel or MTransInterMIntRel,,PICT841,"S2 External
S2 Evening","None
","Dr Rolando Ochoa
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,"PICT711, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT888,Advanced Criminology Theory,4,Arts,Postgraduate,Admission to MCrim or MSecStrategicStud or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr,,,"S1 Evening
S1 External","
Voluntary","Dr James Martin
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,,
Postgraduate,PICT889,Applied Criminology Practice and Policy,4,Arts,Postgraduate,"Admission to MCrim or (16cp in PICT units at 800 level or above including PICT888)
",,,"S2 Evening
S2 External","
Voluntary","Dr James Martin
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,,
Postgraduate,PICT921,Australia's Strategic and Defence Policy,4,Arts,Postgraduate,"Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or MPICTMIntSecSt or MCPICTMIntSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntSecStud or MSecStrategicStud
",,,"S1 Evening
S1 External","
Voluntary","Professor Ben Schreer
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,,
Postgraduate,PICT923,Special Topic in Security Studies,4,Arts,Postgraduate,Admission to MPICT or MCPICT or PGDipPICT or GradDipPICT or GradDipCPICT or MPICTMIntSecSt or MCPICTMInstSecSt or MIntSecStud or GradDipIntSecStud or GradCertIntSecStud or MSecStrategicStud or MCrim or MIntell or MCTerrorism or MCyberSec or GradDipSecStudCr or GradCertSecStudCr,,,"S2 Evening
S2 External","
Voluntary","Dr Layla Branicki
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,,
Postgraduate,PICT950,Strategic Simulation,4,,Postgraduate,Admission to MPICT or PGDipPICT or GradDipPICT or MPICTMIntSecSt or MIntSecStud or PGDipIntSecStud or GradDipIntSecStud or PGCertIntSecStud AND (16cp in PICT units at 800 level or above including PICT850 or PICT812),,PICT851,"S2 Evening
S2 External","Compulsory weekend workshop
Voluntary weekend workshop","Professor Benjamin Schreer
Dr Adam Lockyer
Dr Yves-Heng Lim
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,"PICT953, PICT952, PICT951, PICT955, PICT954, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT951,Simulation in Security and Strategy,4,,Postgraduate,Admission to MSecStrategicStud and (24cp at 800 level or above including PICT812),"PICT850
",,"S2 Evening
S2 External","Compulsory weekend workshop
Voluntary weekend workshop","Dr Yves-Heng Lim
Mr Fred Smith
Professor Benjamin Schreer
Dr Adam Lockyer
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,"PICT953, PICT952, PICT950, PICT955, PICT954, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT952,Simulation in Criminology,4,,Postgraduate,Admission to MCrim and (24cp at 800 level or above including PICT812),"PICT889
",,"S2 Evening
S2 External","Compulsory weekend workshop
voluntary weekend workshop","Mr Fred Smith
Professor Benjamin Schreer
Dr Adam Lockyer
Dr Yves-Heng  Lim
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,"PICT953, PICT951, PICT950, PICT955, PICT954, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT953,Simulation in Intelligence,4,,Postgraduate,"Admission to MIntell and (24cp at 800 level or above including PICT812)
","PICT844
",,"S2 Evening
S2 External","Compulsory weekend workshop
Voluntary weekend workshop","Dr Adam Lockyer
Mr Fred Smith
Professor Benjamin Schreer
Dr Yves-Heng Lim
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,"PICT952, PICT951, PICT950, PICT955, PICT954",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT954,Simulation in Cyber Security,4,,Postgraduate,"Admission to MCyberSec and (24cp at 800 level or above including PICT812)
","PICT848
",,"S2 Evening
S2 External","Compulsory weekend workshop

Voluntary weekend workshop","Mr Fred Smith
Dr Adam Lockyer
Professor Benjamin Schreer
Dr Yves-Heng  Lim
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,"PICT953, PICT952, PICT951, PICT950, PICT955, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,PICT955,Simulation in Counter Terrorism,4,,Postgraduate,"Admission to MCTerrorism and (24cp at 800 level or above including PICT812)
","PICT837
",,"S2 Evening
S2 External","Compulsory weekend workshop
Voluntary weekend workshop","Dr Yves-Heng Lim
Mr Fred Smith
Professor Benjamin Schreer
Dr Adam Lockyer
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,"PICT953, PICT952, PICT951, PICT950, PICT954, ",no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,POIR823,Public Management and Governance,4,Arts,Postgraduate,Admission to MPPP or GradDipPP or MPASR or GradDipPASR or MIntLawGovPP or GradCertPP or MPPPMDevStud or MPPPMPASR or MPPPMIntRel or MCTerrorism or MIntell or MSecStrategicStud,,,"S2 Evening
S2 Weekend
S2 External","

Compulsory","Dr Francesco Stolfi
","Department of Modern History, Politics and International Relations",Faculty of Arts,90303,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Postgraduate,POIR900,Policy Design and Practice,4,Arts,Postgraduate,(Admission to MPPP and 24cp at 800 level or above) or (admission to MPPPMDevStud or MPPPMPASR or MPPPMIntRel),,,"S1 Block
S1 External
S2 Block
S2 External","
Compulsory

Compulsory"," Modern History, Politics & International Relations staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90103,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015,,
Postgraduate,POIR901,Research Methods in Politics and International Relations,4,Arts,Postgraduate,Admission to MPPP or MIntRel or MPICTMIntSecSt or MCPICTMIntSecSt or MPICT or MCPICT or MIntSecStud or GradDipIntSecStud or MIntPubDip or MIntCommMIntRel or MIntBusMIntRel or MTransInterMIntRel or MPPPMIntRel,,PICT812,"S1 Day
S1 External","
Voluntary","Dr Ian  Tregenza
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Postgraduate,POIR902,Policy Research Project,4,Arts,Postgraduate,POL820 and POIR901 and admission to MPPP or MPPPMDevStud or MPPPMPASR or MPPPMIntRel,,POIR903,"S1 External
S2 External","None
None","Dr Glenn  Kefford
","Department of Modern History, Politics and International Relations",Faculty of Arts,90103,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Postgraduate,POIR903,International Relations Research Project,4,Arts,Postgraduate,POIR901 and IRPG841 and admission to (MIntRel or MIntCommMIntRel or MIntBusMIntRel or MTransInterMIntRel or MPPPMIntRel),,POIR902,"S1 Day
S1 External
S2 Day
S2 External","
None

None"," Modern History, Politics & International Relations staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms.,,
Postgraduate,POIR905,"Foundations in Politics, International Relations and Public Policy",4,Arts,Postgraduate,Admission to MIntRel or GradDipIntRel or GradCertIntRel or MPPP or GradDipPP or GradCertPP,,,"S2 Day
S2 External","
Voluntary"," Politics staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,,
Postgraduate,POIR980,International Relations Practice,4,Arts,Postgraduate,POIR901 and IRPG841 and (admission to MIntRel or MIntCommMIntRel or MIntBusMIntRel or MTransInterMIntRel or MPPPMIntRel),,,"S1 Block
S1 External","
None"," Politics staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Postgraduate,POL801,Public Policy Dissertation,8,Arts,Postgraduate,(16cp at 800 level including POL820 and POL822) and permission by special approval,,,"S1 Evening
S1 External
S2 Evening
S2 External
FY1 Evening
FY1 External","
None

None

None"," Politics staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,PG Curriculum review: ASQC approval given via subcommittee webforms tick,,
